platform,algorithm,baseline_package_id,device_model,soc,os_version,version,level,payload_profile,iteration_index,input_size,compressed_size,compression_ratio,compress_us,throughput_mbps,input_hash,compressed_output_hash,decompress_us,decompressed_output_hash,roundtrip_hash_match,roundtrip_byte_match,status
macOS,zstd,compression-bench-zstd-19-high_compressibility-262144-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.5.6,19,high_compressibility,0,262144,27116,9.667503,301551,0.829047,dcf9578e5a22ffc3,f535a7e51ea4a622,51,dcf9578e5a22ffc3,true,true,passed
macOS,zstd,compression-bench-zstd-19-high_compressibility-262144-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.5.6,19,high_compressibility,1,262144,27116,9.667503,302093,0.827560,dcf9578e5a22ffc3,f535a7e51ea4a622,67,dcf9578e5a22ffc3,true,true,passed
macOS,zstd,compression-bench-zstd-19-high_compressibility-262144-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.5.6,19,high_compressibility,2,262144,27116,9.667503,301479,0.829245,dcf9578e5a22ffc3,f535a7e51ea4a622,46,dcf9578e5a22ffc3,true,true,passed
macOS,zstd,compression-bench-zstd-19-high_compressibility-262144-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.5.6,19,high_compressibility,3,262144,27116,9.667503,299819,0.833836,dcf9578e5a22ffc3,f535a7e51ea4a622,46,dcf9578e5a22ffc3,true,true,passed
macOS,zstd,compression-bench-zstd-19-high_compressibility-262144-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.5.6,19,high_compressibility,4,262144,27116,9.667503,300911,0.830810,dcf9578e5a22ffc3,f535a7e51ea4a622,56,dcf9578e5a22ffc3,true,true,passed
macOS,zstd,compression-bench-zstd-19-high_compressibility-1048576-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.5.6,19,high_compressibility,0,1048576,108531,9.661534,771658,1.295911,c8116c5bb5e46840,3b998d86f27a214c,279,c8116c5bb5e46840,true,true,passed
macOS,zstd,compression-bench-zstd-19-high_compressibility-1048576-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.5.6,19,high_compressibility,1,1048576,108531,9.661534,770833,1.297298,c8116c5bb5e46840,3b998d86f27a214c,244,c8116c5bb5e46840,true,true,passed
macOS,zstd,compression-bench-zstd-19-high_compressibility-1048576-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.5.6,19,high_compressibility,2,1048576,108531,9.661534,765930,1.305602,c8116c5bb5e46840,3b998d86f27a214c,214,c8116c5bb5e46840,true,true,passed
macOS,zstd,compression-bench-zstd-19-high_compressibility-1048576-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.5.6,19,high_compressibility,3,1048576,108531,9.661534,766826,1.304077,c8116c5bb5e46840,3b998d86f27a214c,175,c8116c5bb5e46840,true,true,passed
macOS,zstd,compression-bench-zstd-19-high_compressibility-1048576-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.5.6,19,high_compressibility,4,1048576,108531,9.661534,791357,1.263652,c8116c5bb5e46840,3b998d86f27a214c,451,c8116c5bb5e46840,true,true,passed
macOS,zstd,compression-bench-zstd-19-low_compressibility-65536-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.5.6,19,low_compressibility,0,65536,59269,1.105738,4499,13.891976,3d44fc31249b7fea,a40c61df268de06c,9,3d44fc31249b7fea,true,true,passed
macOS,zstd,compression-bench-zstd-19-low_compressibility-65536-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.5.6,19,low_compressibility,1,65536,59269,1.105738,4161,15.020428,3d44fc31249b7fea,a40c61df268de06c,13,3d44fc31249b7fea,true,true,passed
macOS,zstd,compression-bench-zstd-19-low_compressibility-65536-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.5.6,19,low_compressibility,2,65536,59269,1.105738,4152,15.052987,3d44fc31249b7fea,a40c61df268de06c,5,3d44fc31249b7fea,true,true,passed
macOS,zstd,compression-bench-zstd-19-low_compressibility-65536-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.5.6,19,low_compressibility,3,65536,59269,1.105738,3845,16.254876,3d44fc31249b7fea,a40c61df268de06c,8,3d44fc31249b7fea,true,true,passed
macOS,zstd,compression-bench-zstd-19-low_compressibility-65536-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.5.6,19,low_compressibility,4,65536,59269,1.105738,4349,14.371120,3d44fc31249b7fea,a40c61df268de06c,15,3d44fc31249b7fea,true,true,passed
macOS,zstd,compression-bench-zstd-19-low_compressibility-262144-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.5.6,19,low_compressibility,0,262144,236887,1.106620,16733,14.940537,847d87b26df4af9b,97c29f7848716d05,15,847d87b26df4af9b,true,true,passed
macOS,zstd,compression-bench-zstd-19-low_compressibility-262144-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.5.6,19,low_compressibility,1,262144,236887,1.106620,16559,15.097530,847d87b26df4af9b,97c29f7848716d05,16,847d87b26df4af9b,true,true,passed
macOS,zstd,compression-bench-zstd-19-low_compressibility-262144-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.5.6,19,low_compressibility,2,262144,236887,1.106620,16065,15.561780,847d87b26df4af9b,97c29f7848716d05,19,847d87b26df4af9b,true,true,passed
macOS,zstd,compression-bench-zstd-19-low_compressibility-262144-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.5.6,19,low_compressibility,3,262144,236887,1.106620,15878,15.745056,847d87b26df4af9b,97c29f7848716d05,36,847d87b26df4af9b,true,true,passed
macOS,zstd,compression-bench-zstd-19-low_compressibility-262144-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.5.6,19,low_compressibility,4,262144,236887,1.106620,17386,14.379386,847d87b26df4af9b,97c29f7848716d05,34,847d87b26df4af9b,true,true,passed
macOS,zstd,compression-bench-zstd-19-low_compressibility-1048576-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.5.6,19,low_compressibility,0,1048576,946249,1.108140,81324,12.296493,31bf0a2c90ad6cea,65a328c0a06f5e00,59,31bf0a2c90ad6cea,true,true,passed
macOS,zstd,compression-bench-zstd-19-low_compressibility-1048576-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.5.6,19,low_compressibility,1,1048576,946249,1.108140,77093,12.971346,31bf0a2c90ad6cea,65a328c0a06f5e00,61,31bf0a2c90ad6cea,true,true,passed
macOS,zstd,compression-bench-zstd-19-low_compressibility-1048576-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.5.6,19,low_compressibility,2,1048576,946249,1.108140,74099,13.495459,31bf0a2c90ad6cea,65a328c0a06f5e00,58,31bf0a2c90ad6cea,true,true,passed
macOS,zstd,compression-bench-zstd-19-low_compressibility-1048576-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.5.6,19,low_compressibility,3,1048576,946249,1.108140,82087,12.182197,31bf0a2c90ad6cea,65a328c0a06f5e00,130,31bf0a2c90ad6cea,true,true,passed
macOS,zstd,compression-bench-zstd-19-low_compressibility-1048576-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.5.6,19,low_compressibility,4,1048576,946249,1.108140,79838,12.525364,31bf0a2c90ad6cea,65a328c0a06f5e00,69,31bf0a2c90ad6cea,true,true,passed
macOS,lz4,compression-bench-lz4-1-pso_like-65536-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.10.0,1,pso_like,0,65536,5870,11.164566,147,425.170068,7545158f165814bb,610fdbac05f151f6,7,7545158f165814bb,true,true,passed
macOS,lz4,compression-bench-lz4-1-pso_like-65536-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.10.0,1,pso_like,1,65536,5870,11.164566,98,637.755102,7545158f165814bb,610fdbac05f151f6,4,7545158f165814bb,true,true,passed
macOS,lz4,compression-bench-lz4-1-pso_like-65536-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.10.0,1,pso_like,2,65536,5870,11.164566,122,512.295082,7545158f165814bb,610fdbac05f151f6,6,7545158f165814bb,true,true,passed
macOS,lz4,compression-bench-lz4-1-pso_like-65536-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.10.0,1,pso_like,3,65536,5870,11.164566,327,191.131498,7545158f165814bb,610fdbac05f151f6,13,7545158f165814bb,true,true,passed
macOS,lz4,compression-bench-lz4-1-pso_like-65536-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.10.0,1,pso_like,4,65536,5870,11.164566,99,631.313131,7545158f165814bb,610fdbac05f151f6,6,7545158f165814bb,true,true,passed
macOS,lz4,compression-bench-lz4-1-pso_like-262144-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.10.0,1,pso_like,0,262144,20306,12.909682,458,545.851528,5c1552df8030fce4,2d235c8aa258401a,39,5c1552df8030fce4,true,true,passed
macOS,lz4,compression-bench-lz4-1-pso_like-262144-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.10.0,1,pso_like,1,262144,20306,12.909682,416,600.961538,5c1552df8030fce4,2d235c8aa258401a,16,5c1552df8030fce4,true,true,passed
macOS,lz4,compression-bench-lz4-1-pso_like-262144-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.10.0,1,pso_like,2,262144,20306,12.909682,424,589.622642,5c1552df8030fce4,2d235c8aa258401a,25,5c1552df8030fce4,true,true,passed
macOS,lz4,compression-bench-lz4-1-pso_like-262144-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.10.0,1,pso_like,3,262144,20306,12.909682,425,588.235294,5c1552df8030fce4,2d235c8aa258401a,39,5c1552df8030fce4,true,true,passed
macOS,lz4,compression-bench-lz4-1-pso_like-262144-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.10.0,1,pso_like,4,262144,20306,12.909682,453,551.876380,5c1552df8030fce4,2d235c8aa258401a,28,5c1552df8030fce4,true,true,passed
macOS,lz4,compression-bench-lz4-1-pso_like-1048576-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.10.0,1,pso_like,0,1048576,80444,13.034857,1710,584.795322,5236623b1e38a3a3,f3c115d02fe73358,72,5236623b1e38a3a3,true,true,passed
macOS,lz4,compression-bench-lz4-1-pso_like-1048576-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.10.0,1,pso_like,1,1048576,80444,13.034857,1742,574.052813,5236623b1e38a3a3,f3c115d02fe73358,235,5236623b1e38a3a3,true,true,passed
macOS,lz4,compression-bench-lz4-1-pso_like-1048576-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.10.0,1,pso_like,2,1048576,80444,13.034857,1668,599.520384,5236623b1e38a3a3,f3c115d02fe73358,109,5236623b1e38a3a3,true,true,passed
macOS,lz4,compression-bench-lz4-1-pso_like-1048576-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.10.0,1,pso_like,3,1048576,80444,13.034857,1748,572.082380,5236623b1e38a3a3,f3c115d02fe73358,157,5236623b1e38a3a3,true,true,passed
macOS,lz4,compression-bench-lz4-1-pso_like-1048576-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.10.0,1,pso_like,4,1048576,80444,13.034857,1711,584.453536,5236623b1e38a3a3,f3c115d02fe73358,107,5236623b1e38a3a3,true,true,passed
macOS,lz4,compression-bench-lz4-1-high_compressibility-65536-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.10.0,1,high_compressibility,0,65536,7996,8.196098,98,637.755102,2772eb7b5d580d96,2090c47f9b47efbc,3,2772eb7b5d580d96,true,true,passed
macOS,lz4,compression-bench-lz4-1-high_compressibility-65536-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.10.0,1,high_compressibility,1,65536,7996,8.196098,118,529.661017,2772eb7b5d580d96,2090c47f9b47efbc,4,2772eb7b5d580d96,true,true,passed
macOS,lz4,compression-bench-lz4-1-high_compressibility-65536-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.10.0,1,high_compressibility,2,65536,7996,8.196098,95,657.894737,2772eb7b5d580d96,2090c47f9b47efbc,2,2772eb7b5d580d96,true,true,passed
macOS,lz4,compression-bench-lz4-1-high_compressibility-65536-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.10.0,1,high_compressibility,3,65536,7996,8.196098,123,508.130081,2772eb7b5d580d96,2090c47f9b47efbc,8,2772eb7b5d580d96,true,true,passed
macOS,lz4,compression-bench-lz4-1-high_compressibility-65536-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.10.0,1,high_compressibility,4,65536,7996,8.196098,110,568.181818,2772eb7b5d580d96,2090c47f9b47efbc,3,2772eb7b5d580d96,true,true,passed
macOS,lz4,compression-bench-lz4-1-high_compressibility-262144-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.10.0,1,high_compressibility,0,262144,30394,8.624860,436,573.394495,dcf9578e5a22ffc3,8b8041ba0c52193a,9,dcf9578e5a22ffc3,true,true,passed
macOS,lz4,compression-bench-lz4-1-high_compressibility-262144-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.10.0,1,high_compressibility,1,262144,30394,8.624860,421,593.824228,dcf9578e5a22ffc3,8b8041ba0c52193a,8,dcf9578e5a22ffc3,true,true,passed
macOS,lz4,compression-bench-lz4-1-high_compressibility-262144-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.10.0,1,high_compressibility,2,262144,30394,8.624860,419,596.658711,dcf9578e5a22ffc3,8b8041ba0c52193a,8,dcf9578e5a22ffc3,true,true,passed
macOS,lz4,compression-bench-lz4-1-high_compressibility-262144-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.10.0,1,high_compressibility,3,262144,30394,8.624860,410,609.756098,dcf9578e5a22ffc3,8b8041ba0c52193a,8,dcf9578e5a22ffc3,true,true,passed
macOS,lz4,compression-bench-lz4-1-high_compressibility-262144-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.10.0,1,high_compressibility,4,262144,30394,8.624860,466,536.480687,dcf9578e5a22ffc3,8b8041ba0c52193a,28,dcf9578e5a22ffc3,true,true,passed
macOS,lz4,compression-bench-lz4-1-high_compressibility-1048576-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.10.0,1,high_compressibility,0,1048576,121421,8.635870,1823,548.546352,c8116c5bb5e46840,9362897ed8a5cd74,123,c8116c5bb5e46840,true,true,passed
macOS,lz4,compression-bench-lz4-1-high_compressibility-1048576-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.10.0,1,high_compressibility,1,1048576,121421,8.635870,1772,564.334086,c8116c5bb5e46840,9362897ed8a5cd74,68,c8116c5bb5e46840,true,true,passed
macOS,lz4,compression-bench-lz4-1-high_compressibility-1048576-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.10.0,1,high_compressibility,2,1048576,121421,8.635870,1740,574.712644,c8116c5bb5e46840,9362897ed8a5cd74,69,c8116c5bb5e46840,true,true,passed
macOS,lz4,compression-bench-lz4-1-high_compressibility-1048576-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.10.0,1,high_compressibility,3,1048576,121421,8.635870,1736,576.036866,c8116c5bb5e46840,9362897ed8a5cd74,114,c8116c5bb5e46840,true,true,passed
macOS,lz4,compression-bench-lz4-1-high_compressibility-1048576-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.10.0,1,high_compressibility,4,1048576,121421,8.635870,1700,588.235294,c8116c5bb5e46840,9362897ed8a5cd74,77,c8116c5bb5e46840,true,true,passed
macOS,lz4,compression-bench-lz4-1-low_compressibility-65536-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.10.0,1,low_compressibility,0,65536,60928,1.075630,141,443.262411,3d44fc31249b7fea,8bf3fcfbce28464f,3,3d44fc31249b7fea,true,true,passed
macOS,lz4,compression-bench-lz4-1-low_compressibility-65536-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.10.0,1,low_compressibility,1,65536,60928,1.075630,138,452.898551,3d44fc31249b7fea,8bf3fcfbce28464f,7,3d44fc31249b7fea,true,true,passed
macOS,lz4,compression-bench-lz4-1-low_compressibility-65536-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.10.0,1,low_compressibility,2,65536,60928,1.075630,133,469.924812,3d44fc31249b7fea,8bf3fcfbce28464f,7,3d44fc31249b7fea,true,true,passed
macOS,lz4,compression-bench-lz4-1-low_compressibility-65536-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.10.0,1,low_compressibility,3,65536,60928,1.075630,133,469.924812,3d44fc31249b7fea,8bf3fcfbce28464f,9,3d44fc31249b7fea,true,true,passed
macOS,lz4,compression-bench-lz4-1-low_compressibility-65536-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.10.0,1,low_compressibility,4,65536,60928,1.075630,130,480.769231,3d44fc31249b7fea,8bf3fcfbce28464f,2,3d44fc31249b7fea,true,true,passed
macOS,lz4,compression-bench-lz4-1-low_compressibility-262144-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.10.0,1,low_compressibility,0,262144,243687,1.075741,523,478.011472,847d87b26df4af9b,9c57e7204b30e9b8,16,847d87b26df4af9b,true,true,passed
macOS,lz4,compression-bench-lz4-1-low_compressibility-262144-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.10.0,1,low_compressibility,1,262144,243687,1.075741,521,479.846449,847d87b26df4af9b,9c57e7204b30e9b8,11,847d87b26df4af9b,true,true,passed
macOS,lz4,compression-bench-lz4-1-low_compressibility-262144-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.10.0,1,low_compressibility,2,262144,243687,1.075741,518,482.625483,847d87b26df4af9b,9c57e7204b30e9b8,21,847d87b26df4af9b,true,true,passed
macOS,lz4,compression-bench-lz4-1-low_compressibility-262144-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.10.0,1,low_compressibility,3,262144,243687,1.075741,534,468.164794,847d87b26df4af9b,9c57e7204b30e9b8,11,847d87b26df4af9b,true,true,passed
macOS,lz4,compression-bench-lz4-1-low_compressibility-262144-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.10.0,1,low_compressibility,4,262144,243687,1.075741,520,480.769231,847d87b26df4af9b,9c57e7204b30e9b8,12,847d87b26df4af9b,true,true,passed
macOS,lz4,compression-bench-lz4-1-low_compressibility-1048576-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.10.0,1,low_compressibility,0,1048576,974802,1.075681,2227,449.034576,31bf0a2c90ad6cea,2deea2ef2b8e21a3,127,31bf0a2c90ad6cea,true,true,passed
macOS,lz4,compression-bench-lz4-1-low_compressibility-1048576-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.10.0,1,low_compressibility,1,1048576,974802,1.075681,2061,485.201359,31bf0a2c90ad6cea,2deea2ef2b8e21a3,94,31bf0a2c90ad6cea,true,true,passed
macOS,lz4,compression-bench-lz4-1-low_compressibility-1048576-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.10.0,1,low_compressibility,2,1048576,974802,1.075681,2240,446.428571,31bf0a2c90ad6cea,2deea2ef2b8e21a3,47,31bf0a2c90ad6cea,true,true,passed
macOS,lz4,compression-bench-lz4-1-low_compressibility-1048576-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.10.0,1,low_compressibility,3,1048576,974802,1.075681,2236,447.227191,31bf0a2c90ad6cea,2deea2ef2b8e21a3,127,31bf0a2c90ad6cea,true,true,passed
macOS,lz4,compression-bench-lz4-1-low_compressibility-1048576-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.10.0,1,low_compressibility,4,1048576,974802,1.075681,2077,481.463649,31bf0a2c90ad6cea,2deea2ef2b8e21a3,62,31bf0a2c90ad6cea,true,true,passed
macOS,lz4,compression-bench-lz4-9-pso_like-65536-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.10.0,9,pso_like,0,65536,3734,17.551152,470,132.978723,7545158f165814bb,5220d0e5592ff337,4,7545158f165814bb,true,true,passed
macOS,lz4,compression-bench-lz4-9-pso_like-65536-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.10.0,9,pso_like,1,65536,3734,17.551152,437,143.020595,7545158f165814bb,5220d0e5592ff337,2,7545158f165814bb,true,true,passed
macOS,lz4,compression-bench-lz4-9-pso_like-65536-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.10.0,9,pso_like,2,65536,3734,17.551152,468,133.547009,7545158f165814bb,5220d0e5592ff337,4,7545158f165814bb,true,true,passed
macOS,lz4,compression-bench-lz4-9-pso_like-65536-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.10.0,9,pso_like,3,65536,3734,17.551152,442,141.402715,7545158f165814bb,5220d0e5592ff337,2,7545158f165814bb,true,true,passed
macOS,lz4,compression-bench-lz4-9-pso_like-65536-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.10.0,9,pso_like,4,65536,3734,17.551152,449,139.198218,7545158f165814bb,5220d0e5592ff337,4,7545158f165814bb,true,true,passed
macOS,lz4,compression-bench-lz4-9-pso_like-262144-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.10.0,9,pso_like,0,262144,13633,19.228636,2035,122.850123,5c1552df8030fce4,9cc6cb5db4747e1c,19,5c1552df8030fce4,true,true,passed
macOS,lz4,compression-bench-lz4-9-pso_like-262144-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.10.0,9,pso_like,1,262144,13633,19.228636,1941,128.799588,5c1552df8030fce4,9cc6cb5db4747e1c,20,5c1552df8030fce4,true,true,passed
macOS,lz4,compression-bench-lz4-9-pso_like-262144-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.10.0,9,pso_like,2,262144,13633,19.228636,1898,131.717597,5c1552df8030fce4,9cc6cb5db4747e1c,9,5c1552df8030fce4,true,true,passed
macOS,lz4,compression-bench-lz4-9-pso_like-262144-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.10.0,9,pso_like,3,262144,13633,19.228636,2260,110.619469,5c1552df8030fce4,9cc6cb5db4747e1c,34,5c1552df8030fce4,true,true,passed
macOS,lz4,compression-bench-lz4-9-pso_like-262144-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.10.0,9,pso_like,4,262144,13633,19.228636,1983,126.071609,5c1552df8030fce4,9cc6cb5db4747e1c,10,5c1552df8030fce4,true,true,passed
macOS,lz4,compression-bench-lz4-9-pso_like-1048576-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.10.0,9,pso_like,0,1048576,53354,19.653184,8192,122.070312,5236623b1e38a3a3,57cd5b13a7a47d23,92,5236623b1e38a3a3,true,true,passed
macOS,lz4,compression-bench-lz4-9-pso_like-1048576-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.10.0,9,pso_like,1,1048576,53354,19.653184,8370,119.474313,5236623b1e38a3a3,57cd5b13a7a47d23,106,5236623b1e38a3a3,true,true,passed
macOS,lz4,compression-bench-lz4-9-pso_like-1048576-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.10.0,9,pso_like,2,1048576,53354,19.653184,7957,125.675506,5236623b1e38a3a3,57cd5b13a7a47d23,53,5236623b1e38a3a3,true,true,passed
macOS,lz4,compression-bench-lz4-9-pso_like-1048576-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.10.0,9,pso_like,3,1048576,53354,19.653184,7810,128.040973,5236623b1e38a3a3,57cd5b13a7a47d23,133,5236623b1e38a3a3,true,true,passed
macOS,lz4,compression-bench-lz4-9-pso_like-1048576-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.10.0,9,pso_like,4,1048576,53354,19.653184,7961,125.612360,5236623b1e38a3a3,57cd5b13a7a47d23,46,5236623b1e38a3a3,true,true,passed
macOS,lz4,compression-bench-lz4-9-high_compressibility-65536-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.10.0,9,high_compressibility,0,65536,7550,8.680265,803,77.833126,2772eb7b5d580d96,32573958696c3be3,6,2772eb7b5d580d96,true,true,passed
macOS,lz4,compression-bench-lz4-9-high_compressibility-65536-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.10.0,9,high_compressibility,1,65536,7550,8.680265,659,94.840668,2772eb7b5d580d96,32573958696c3be3,2,2772eb7b5d580d96,true,true,passed
macOS,lz4,compression-bench-lz4-9-high_compressibility-65536-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.10.0,9,high_compressibility,2,65536,7550,8.680265,672,93.005952,2772eb7b5d580d96,32573958696c3be3,2,2772eb7b5d580d96,true,true,passed
macOS,lz4,compression-bench-lz4-9-high_compressibility-65536-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.10.0,9,high_compressibility,3,65536,7550,8.680265,661,94.553707,2772eb7b5d580d96,32573958696c3be3,2,2772eb7b5d580d96,true,true,passed
macOS,lz4,compression-bench-lz4-9-high_compressibility-65536-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.10.0,9,high_compressibility,4,65536,7550,8.680265,684,91.374269,2772eb7b5d580d96,32573958696c3be3,2,2772eb7b5d580d96,true,true,passed
macOS,lz4,compression-bench-lz4-9-high_compressibility-262144-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.10.0,9,high_compressibility,0,262144,29961,8.749508,2601,96.116878,dcf9578e5a22ffc3,f2d815ef2419722e,8,dcf9578e5a22ffc3,true,true,passed
macOS,lz4,compression-bench-lz4-9-high_compressibility-262144-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.10.0,9,high_compressibility,1,262144,29961,8.749508,2499,100.040016,dcf9578e5a22ffc3,f2d815ef2419722e,17,dcf9578e5a22ffc3,true,true,passed
macOS,lz4,compression-bench-lz4-9-high_compressibility-262144-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.10.0,9,high_compressibility,2,262144,29961,8.749508,2421,103.263114,dcf9578e5a22ffc3,f2d815ef2419722e,8,dcf9578e5a22ffc3,true,true,passed
macOS,lz4,compression-bench-lz4-9-high_compressibility-262144-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.10.0,9,high_compressibility,3,262144,29961,8.749508,2547,98.154692,dcf9578e5a22ffc3,f2d815ef2419722e,9,dcf9578e5a22ffc3,true,true,passed
macOS,lz4,compression-bench-lz4-9-high_compressibility-262144-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.10.0,9,high_compressibility,4,262144,29961,8.749508,2733,91.474570,dcf9578e5a22ffc3,f2d815ef2419722e,26,dcf9578e5a22ffc3,true,true,passed
macOS,lz4,compression-bench-lz4-9-high_compressibility-1048576-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.10.0,9,high_compressibility,0,1048576,119661,8.762888,9866,101.358200,c8116c5bb5e46840,779d6f98b384974f,41,c8116c5bb5e46840,true,true,passed
macOS,lz4,compression-bench-lz4-9-high_compressibility-1048576-v1,MacBookPro18,1,Apple M1 Pro,macOS 14.6.1,1.10.0,9,high_compressibility,1,1048576,119661,8.762888,9855,101.471334,c8116c5bb5e46840,779d6f98b384974f,89,c8116c5bb5e46840,true,true,passed
