Name,Count,CountPerSecond,TotalDurationSeconds,FirstStartSeconds,FirstFinishSeconds,FirstDurationSeconds,LastStartSeconds,LastFinishSeconds,LastDurationSeconds,MinDurationSeconds,MaxDurationSeconds,MeanDurationSeconds,DeviationDurationSeconds,
Mine PSO: BindComputePipeline,9288,639.949598,0.012702,1.622869,1.622870,0.000001,16.136511,16.136512,0.000001,0.000000,0.000111,0.000001,0.000003,
IslandManager::UpdateParticles,840,58.335578,0.012613,1.748835,1.748840,0.000005,16.148268,16.148281,0.000013,0.000000,0.000185,0.000015,0.000014,
Collisions::EndDetect,840,58.335594,0.012593,1.748812,1.748823,0.000011,16.148241,16.148254,0.000013,0.000004,0.000448,0.000015,0.000021,
BufferPhysicsResults,840,58.337680,0.012404,1.749564,1.749579,0.000015,16.148479,16.148491,0.000012,0.000004,0.000222,0.000015,0.000013,
STAT_FEngineLoop_MediaTickPostRender,840,57.988487,0.012352,1.667659,1.667682,0.000023,16.153282,16.153293,0.000011,0.000004,0.001525,0.000015,0.000053,
FSlateApplication::Create(),1,81.772835,0.012229,0.644150,0.656379,0.012229,0.644150,0.656379,0.012229,0.012229,0.012229,0.012229,0.000000,
Tick,1681,115.879967,0.012214,1.654312,1.654317,0.000005,16.160699,16.160702,0.000003,0.000000,0.000217,0.000007,0.000009,
STAT_DelaySceneRenderCompletion_TaskWait,839,58.225311,0.012157,1.725688,1.736497,0.010809,16.135228,16.135229,0.000001,0.000000,0.010809,0.000014,0.000373,
PSC Manager Tick [GT],5880,405.758962,0.011995,1.669604,1.669611,0.000007,16.160965,16.160966,0.000001,0.000000,0.000077,0.000002,0.000003,
Material,26,71.877808,0.011700,1.033833,1.033851,0.000018,1.395549,1.395558,0.000009,0.000005,0.006003,0.000450,0.001357,
PrepareViewRectsForRendering,846,57.892832,0.011694,1.501240,1.501259,0.000019,16.114429,16.114448,0.000019,0.000005,0.000146,0.000014,0.000009,
PC Build Input Stack,840,57.988251,0.011641,1.669870,1.669946,0.000076,16.155551,16.155563,0.000012,0.000004,0.000372,0.000014,0.000014,
MountPaksAfterEarlyStartupScreen,1,85.910653,0.011640,0.842706,0.854346,0.011640,0.842706,0.854346,0.011640,0.011640,0.011640,0.011640,0.000000,
PerformAnimEvaluation,843,57.154336,0.011555,1.406799,1.406805,0.000006,16.156321,16.156336,0.000015,0.000003,0.000132,0.000014,0.000010,
HUD Time,842,57.402221,0.011514,1.494912,1.494930,0.000018,16.163307,16.163334,0.000027,0.000005,0.000089,0.000014,0.000005,
Allocate,1688,114.435255,0.011068,1.384000,1.384000,0.000000,16.134698,16.134699,0.000001,0.000000,0.000433,0.000007,0.000013,
SViewport [GameEngine.cpp(232)],841,57.987795,0.010982,1.663248,1.663266,0.000018,16.166287,16.166300,0.000013,0.000004,0.000460,0.000013,0.000017,
STAT_SavePipelineFileCache,1,92.327578,0.010831,16.119511,16.130342,0.010831,16.119511,16.130342,0.010831,0.010831,0.010831,0.010831,0.000000,
FindPathToWidget,852,57.911732,0.010695,1.452336,1.452344,0.000008,16.164368,16.164381,0.000013,0.000001,0.000174,0.000013,0.000009,
metasound::FSearchEngineCore::Prime,3,265.863169,0.010656,1.276185,1.286521,0.010336,1.287152,1.287469,0.000317,0.000003,0.010336,0.003552,0.005877,
MetaSound::SearchEngineQuery::Update,12,1063.546929,0.010650,1.276186,1.286515,0.010329,1.287390,1.287469,0.000079,0.000000,0.010329,0.000887,0.002974,
OcclusionSubmittedFence Dispatch,846,57.967789,0.010448,1.537062,1.537085,0.000023,16.131337,16.131374,0.000037,0.000002,0.000073,0.000012,0.000005,
BeginInitTextLocalization,3,876.936568,0.010272,0.380902,0.384322,0.003420,0.380896,0.384323,0.003427,0.003420,0.003427,0.003424,0.000004,
FPBDRigidsEvolutionGBF::ParallelSolve,840,58.335695,0.010243,1.748922,1.749463,0.000541,16.148332,16.148339,0.000007,0.000002,0.001544,0.000012,0.000062,
FXPreRender_Prepare,840,57.895211,0.010178,1.623088,1.623092,0.000004,16.132047,16.132060,0.000013,0.000003,0.000156,0.000012,0.000010,
FRDGBuilder::FlushAccessModeQueue,1688,114.435356,0.010132,1.383986,1.383987,0.000001,16.134671,16.134672,0.000001,0.000000,0.000138,0.000006,0.000008,
UAIPerceptionSystem,841,57.974347,0.010088,1.654280,1.654295,0.000015,16.160684,16.160696,0.000012,0.000004,0.000160,0.000012,0.000007,
GC.VerifyAssumptions,4,2354.326074,0.009912,1.350053,1.353043,0.002990,1.349993,1.351752,0.001759,0.001759,0.003084,0.002478,0.000660,
FPBDRigidsEvolutionGBF::Integrate,840,58.334601,0.009839,1.748406,1.748524,0.000118,16.148085,16.148093,0.000008,0.000003,0.000216,0.000012,0.000014,
FAudioDevice_UpdateHardware,841,58.348870,0.009807,1.752221,1.752227,0.000006,16.165516,16.165525,0.000009,0.000003,0.000164,0.000012,0.000008,
ConditionalCollectGarbage,841,57.974871,0.009767,1.654759,1.654816,0.000057,16.161031,16.161044,0.000013,0.000004,0.000076,0.000012,0.000006,
ULandscapeSubsystem,841,57.974036,0.009542,1.654181,1.654243,0.000062,16.160664,16.160675,0.000011,0.000004,0.000141,0.000011,0.000007,
Game UI Tick,842,57.156069,0.009470,1.434705,1.434705,0.000000,16.166288,16.166299,0.000011,0.000000,0.000457,0.000011,0.000017,
STAT_SortVisibleMeshDrawCommands,5051,347.007890,0.009384,1.507154,1.507155,0.000001,16.063018,16.063019,0.000001,0.000000,0.000162,0.000002,0.000004,
IProjectManager::Get().LoadModulesForProject(ELoadingPhase::PreLoadingScreen),1,106.575722,0.009383,1.211065,1.220448,0.009383,1.211065,1.220448,0.009383,0.009383,0.009383,0.009383,0.000000,
DynamicRelevance,846,58.778569,0.009319,1.669821,1.669822,0.000001,16.062819,16.062822,0.000003,0.000001,0.000838,0.000011,0.000041,
ConvertQueryHit,861,58.398545,0.009292,1.414604,1.414608,0.000004,16.158112,16.158122,0.000010,0.000000,0.000386,0.000011,0.000015,
AsyncUpdateUniformBuffers,847,57.499082,0.009191,1.383965,1.383965,0.000000,16.114634,16.114635,0.000001,0.000000,0.000231,0.000011,0.000014,
MergeRenderPasses,1687,115.524674,0.009109,1.531779,1.531786,0.000007,16.134718,16.134720,0.000002,0.000000,0.000101,0.000005,0.000006,
PhysicsParallelForWithContext,2086,144.152282,0.009107,1.677739,1.677740,0.000001,16.148546,16.148547,0.000001,0.000000,0.000313,0.000004,0.000009,
FXPreRender_Simulate,840,57.895211,0.009021,1.623093,1.627065,0.003972,16.132060,16.132065,0.000005,0.000001,0.003972,0.000011,0.000137,
CompileBarriers,1688,114.435232,0.008886,1.384023,1.384023,0.000000,16.134722,16.134725,0.000003,0.000000,0.000339,0.000005,0.000010,
ChaosPushData,841,58.404441,0.008792,1.748292,1.748297,0.000005,16.147870,16.147882,0.000012,0.000003,0.000624,0.000010,0.000024,
Slate::AddBoxElements,841,57.142151,0.008774,1.435055,1.435088,0.000033,16.152714,16.152737,0.000023,0.000003,0.000108,0.000010,0.000008,
FMaterialRenderProxy::UpdateDeferredCachedUniformExpressions,1689,107.215699,0.008745,0.380375,0.380405,0.000030,16.133659,16.133665,0.000006,0.000001,0.000533,0.000005,0.000016,
TickAssetPlayerInstance,841,58.115373,0.008680,1.675292,1.675295,0.000003,16.146498,16.146506,0.000008,0.000003,0.000267,0.000010,0.000011,
STAT_SlatePaintDebugCanvas,840,57.976528,0.008529,1.664005,1.664017,0.000012,16.152611,16.152627,0.000016,0.000003,0.000177,0.000010,0.000009,
EnhPIS_Delegates,3360,231.954941,0.008527,1.670069,1.670070,0.000001,16.155637,16.155641,0.000004,0.000000,0.000099,0.000003,0.000003,
Collisions::MidPhase,840,58.335116,0.008460,1.748672,1.748714,0.000042,16.148222,16.148232,0.000010,0.000002,0.000117,0.000010,0.000008,
GatherDynamicMeshElements,846,57.907486,0.008416,1.505919,1.505931,0.000012,16.115416,16.115429,0.000013,0.000003,0.000130,0.000010,0.000006,
Module/AndroidMoviePlayer,1,119.217930,0.008388,1.211371,1.219759,0.008388,1.211371,1.219759,0.008388,0.008388,0.008388,0.008388,0.000000,
FCookedAssetRegistryPreloader::TryLoad,1,119.560019,0.008364,0.357688,0.366052,0.008364,0.357688,0.366052,0.008364,0.008364,0.008364,0.008364,0.000000,
Buffers,1688,114.434945,0.008306,1.384033,1.384033,0.000000,16.134772,16.134772,0.000000,0.000000,0.000227,0.000005,0.000009,
FTimerManager,841,57.973268,0.008287,1.653947,1.653960,0.000013,16.160604,16.160633,0.000029,0.000002,0.000090,0.000010,0.000008,
STAT_NiagaraPostActorTick_GT,841,57.974691,0.008258,1.654669,1.654698,0.000029,16.160990,16.160999,0.000009,0.000003,0.000079,0.000010,0.000004,
ChaosDebugDrawComponent,845,57.041257,0.008247,1.347097,1.347099,0.000002,16.160926,16.160936,0.000010,0.000001,0.000090,0.000010,0.000005,
Update Resource Streaming,841,57.981374,0.008208,1.659611,1.659623,0.000012,16.164254,16.164269,0.000015,0.000003,0.000098,0.000010,0.000006,
MetaSound::MapStepQuery::Execute,16,1524.535493,0.008156,1.276970,1.280097,0.003127,1.287465,1.287465,0.000000,0.000000,0.004911,0.000510,0.001408,
MergeGatherDynamicMeshElementContexts,846,58.778573,0.008096,1.669818,1.669821,0.000003,16.062815,16.062818,0.000003,0.000002,0.000216,0.000010,0.000014,
FRDGBuilder::AllocatePooledBuffers,1688,114.435107,0.008054,1.384030,1.384030,0.000000,16.134747,16.134748,0.000001,0.000000,0.000909,0.000005,0.000023,
STAT_ConditionalCollectGarbage,841,57.975055,0.007968,1.654805,1.654815,0.000010,16.161032,16.161044,0.000012,0.000003,0.000075,0.000009,0.000005,
Perception System,841,57.974363,0.007945,1.654283,1.654294,0.000011,16.160686,16.160695,0.000009,0.000003,0.000157,0.000009,0.000007,
Delete Resources,862,56.341593,0.007938,0.824490,0.824492,0.000002,16.124008,16.124022,0.000014,0.000000,0.000534,0.000009,0.000018,
FScene_VirtualShadowCacheUpdate,846,57.876649,0.007910,1.497060,1.497065,0.000005,16.114344,16.114354,0.000010,0.000003,0.000147,0.000009,0.000008,
NotifyRegistrationComplete,1,126.919660,0.007879,1.297464,1.305343,0.007879,1.297464,1.305343,0.007879,0.007879,0.007879,0.007879,0.000000,
RenderUtilsInit,1,127.177922,0.007863,0.763283,0.771146,0.007863,0.763283,0.771146,0.007863,0.007863,0.007863,0.007863,0.000000,
SolverDebugDraw,2521,175.068739,0.007819,1.748404,1.748405,0.000001,16.148457,16.148462,0.000005,0.000000,0.000186,0.000003,0.000007,
PSO HeaderInit time,90,10.449195,0.007812,1.436373,1.436468,0.000095,10.049274,10.049477,0.000203,0.000015,0.000625,0.000087,0.000110,
CloseDisregardForGC,1,129.299198,0.007734,1.289728,1.297462,0.007734,1.289728,1.297462,0.007734,0.007734,0.007734,0.007734,0.000000,
STAT_UGameEngine_Tick_CheckCaptures,841,57.975243,0.007592,1.654872,1.656331,0.001459,16.161058,16.161064,0.000006,0.000002,0.001459,0.000009,0.000050,
FShaderMapResource_SharedCode_InitRHI,154,18.289141,0.007589,1.628735,1.628794,0.000059,10.049031,10.049032,0.000001,0.000000,0.001127,0.000049,0.000184,
Update Kinematics On Deferred SkelMeshes,840,58.001785,0.007578,1.676426,1.676436,0.000010,16.158730,16.158739,0.000009,0.000003,0.000134,0.000009,0.000008,
FImgMediaSceneViewExtension::BeginRenderViewFamily,842,57.336092,0.007559,1.477202,1.477225,0.000023,16.162531,16.162542,0.000011,0.000002,0.000337,0.000009,0.000012,
LandscapeSubsystem Tick,841,57.974052,0.007522,1.654184,1.654242,0.000058,16.160665,16.160674,0.000009,0.000003,0.000138,0.000009,0.000006,
FXSystem,841,57.974883,0.007514,1.654747,1.654757,0.000010,16.161019,16.161029,0.000010,0.000003,0.000176,0.000009,0.000007,
FAudioDevice_UpdateSoundClasses,841,58.348971,0.007459,1.752194,1.752198,0.000004,16.165466,16.165473,0.000007,0.000002,0.000104,0.000009,0.000007,
Parameter Update,841,58.404185,0.007441,1.748374,1.748379,0.000005,16.148020,16.148027,0.000007,0.000003,0.000140,0.000009,0.000009,
LLM Init,1,134.571390,0.007431,0.341975,0.349406,0.007431,0.341975,0.349406,0.007431,0.007431,0.007431,0.007431,0.000000,
UWorldPartitionStreamingPolicy::UpdateStreamingSources,843,57.175983,0.007322,1.416917,1.416922,0.000005,16.160856,16.160870,0.000014,0.000002,0.000145,0.000009,0.000006,
BeginRenderingDebugCanvas,839,58.227165,0.007313,1.724551,1.724552,0.000001,16.133622,16.133633,0.000011,0.000001,0.000062,0.000009,0.000003,
STAT_Media_TickOutput,840,57.988543,0.007288,1.667673,1.667681,0.000008,16.153285,16.153293,0.000008,0.000003,0.000157,0.000009,0.000007,
StaticMeshUpdate,847,57.499917,0.007268,1.383936,1.383938,0.000002,16.114390,16.114392,0.000002,0.000000,0.001399,0.000009,0.000048,
Get Batched Element Time,842,57.411466,0.007219,1.497548,1.497553,0.000005,16.163590,16.163608,0.000018,0.000002,0.000130,0.000009,0.000007,
PostLoadObjects GT,184,398.148609,0.007195,1.032575,1.032578,0.000003,1.494639,1.494714,0.000075,0.000000,0.000907,0.000039,0.000133,
DeferredShadingSceneRenderer ViewExtensionPreRenderView,846,57.892868,0.007172,1.501228,1.501239,0.000011,16.114415,16.114427,0.000012,0.000002,0.000254,0.000008,0.000011,
Event_DeferredPostLoad,184,398.148609,0.007163,1.032575,1.032578,0.000003,1.494640,1.494714,0.000074,0.000000,0.000907,0.000039,0.000133,
FRDGBuilder::CreateViews,1688,114.434766,0.007157,1.384034,1.384035,0.000001,16.134795,16.134796,0.000001,0.000000,0.000122,0.000004,0.000006,
WaitForStats,841,57.974108,0.007088,1.648423,1.648426,0.000003,16.154893,16.154899,0.000006,0.000001,0.001098,0.000008,0.000039,
STAT_Media_TickFetch,841,57.983805,0.007041,1.657329,1.657337,0.000008,16.161371,16.161379,0.000008,0.000002,0.000114,0.000008,0.000006,
FTimerManager_Tick,841,57.973288,0.007017,1.653951,1.653959,0.000008,16.160605,16.160632,0.000027,0.000002,0.000087,0.000008,0.000008,
PostLoadDeferredObjectsTime,184,398.152055,0.007006,1.032576,1.032577,0.000001,1.494641,1.494711,0.000070,0.000000,0.000906,0.000038,0.000133,
InitCommand,622,374.220424,0.006916,0.062524,0.062551,0.000027,1.724558,1.724646,0.000088,0.000000,0.000969,0.000011,0.000060,
FindAllScriptObjectsVerify,1,144.654998,0.006913,1.297466,1.304379,0.006913,1.297466,1.304379,0.006913,0.006913,0.006913,0.006913,0.000000,
DiscoverAllPlugins,1,147.623265,0.006774,0.373463,0.380237,0.006774,0.373463,0.380237,0.006774,0.006774,0.006774,0.006774,0.000000,
ULandscapeSubsystem::Tick,841,57.974060,0.006704,1.654186,1.654242,0.000056,16.160666,16.160674,0.000008,0.000003,0.000137,0.000008,0.000006,
UpdateFastVRamConfig,840,57.390323,0.006702,1.477520,1.477525,0.000005,16.114122,16.114134,0.000012,0.000003,0.000076,0.000008,0.000004,
FReturnGraphTask,5920,402.099885,0.006641,1.438258,1.438259,0.000001,16.160968,16.160968,0.000000,0.000000,0.001818,0.000001,0.000024,
Platform Initialization,2,607.348922,0.006600,0.538495,0.541787,0.003292,0.538480,0.541788,0.003308,0.003292,0.003308,0.003300,0.000011,
Gathering WaveInstances,841,58.348894,0.006591,1.752209,1.752216,0.000007,16.165500,16.165507,0.000007,0.000002,0.000147,0.000008,0.000007,
STAT_FinalizeAnimationUpdate_UpdateChildTransforms,1683,114.085491,0.006550,1.406824,1.406826,0.000002,16.158917,16.158919,0.000002,0.000000,0.000716,0.000004,0.000020,
Collisions::BroadPhase::Spatial,840,58.334893,0.006532,1.748606,1.748670,0.000064,16.148215,16.148221,0.000006,0.000002,0.000144,0.000008,0.000007,
STAT_EventLoop_TTimerManager_Tick,310,20.073821,0.006500,0.484202,0.484235,0.000033,15.927198,15.927201,0.000003,0.000001,0.000302,0.000021,0.000027,
FRenderCommandFence::BeginFence,856,55.679324,0.006494,0.779226,0.779257,0.000031,16.152967,16.152976,0.000009,0.000002,0.000104,0.000008,0.000007,
FP_Idle,841,58.115377,0.006353,1.675293,1.675295,0.000002,16.146500,16.146506,0.000006,0.000002,0.000265,0.000008,0.000011,
STAT_FEngineLoop_WaitForMovieToFinish,840,58.003859,0.006341,1.682553,1.682560,0.000007,16.164338,16.164348,0.000010,0.000002,0.000072,0.000008,0.000004,
STAT_FGenericStatsUpdater_DoUpdateStats,15,1.356531,0.006268,2.679312,2.681153,0.001841,13.736571,13.736928,0.000357,0.000130,0.001841,0.000418,0.000448,
TPBDRigidClustering<>::UnionClusterGroups,841,58.404189,0.006267,1.748382,1.748387,0.000005,16.148029,16.148034,0.000005,0.000002,0.000290,0.000007,0.000011,
Chaos::SolveConstraints,840,58.335715,0.006220,1.748925,1.749462,0.000537,16.148334,16.148337,0.000003,0.000000,0.001541,0.000007,0.000062,
STAT_FEngineLoop_Tick_CallAllConsoleVariableSinks,841,57.974375,0.006211,1.647604,1.647860,0.000256,16.154007,16.154013,0.000006,0.000002,0.000256,0.000007,0.000010,
STAT_EndDrawingViewport_Dispatch,841,55.066054,0.006208,0.862620,0.862624,0.000004,16.135178,16.135187,0.000009,0.000002,0.000276,0.000007,0.000012,
Module/ControlRig,1,162.127108,0.006168,1.223010,1.229178,0.006168,1.223010,1.229178,0.006168,0.006168,0.006168,0.006168,0.000000,
STAT_ResetTickGroup,5880,405.947350,0.006146,1.676334,1.676336,0.000002,16.160970,16.160971,0.000001,0.000000,0.000232,0.000001,0.000004,
Overall AI Time,841,57.974375,0.006139,1.654286,1.654293,0.000007,16.160688,16.160695,0.000007,0.000002,0.000155,0.000007,0.000006,
FScene_StartFrame,839,57.999720,0.006107,1.648175,1.648185,0.000010,16.113755,16.113762,0.000007,0.000001,0.001610,0.000007,0.000055,
UTexture::SerializeCookedPlatformData,53,112.353834,0.006102,1.022657,1.022685,0.000028,1.491832,1.494381,0.002549,0.000004,0.002549,0.000115,0.000415,
STAT_UpdateDeferredCachedUniformExpressions,1689,107.215896,0.006075,0.380404,0.380405,0.000001,16.133660,16.133665,0.000005,0.000001,0.000532,0.000004,0.000016,
ApplySimCallbacks,842,58.473648,0.006038,1.748370,1.748373,0.000003,16.148013,16.148019,0.000006,0.000000,0.000255,0.000007,0.000010,
STAT_AudioThread_RunCommandOnGameThread,1681,113.474392,0.005979,1.339152,1.339154,0.000002,16.153063,16.153067,0.000004,0.000001,0.000134,0.000004,0.000004,
CharacterMesh0,848,57.759982,0.005976,1.476818,1.476831,0.000013,16.158243,16.158263,0.000020,0.000001,0.000074,0.000007,0.000004,
Camera ProcessViewRotation,840,58.005357,0.005967,1.674767,1.674775,0.000008,16.156181,16.156188,0.000007,0.000002,0.000275,0.000007,0.000013,
MyUMG_C [ListView_97(STableViewBase.cpp(66))],840,57.976544,0.005942,1.663941,1.663947,0.000006,16.152550,16.152559,0.000009,0.000002,0.000130,0.000007,0.000006,
SerializePlatformData,53,112.356454,0.005940,1.022665,1.022683,0.000018,1.491835,1.494378,0.002543,0.000003,0.002543,0.000112,0.000414,
UpdateTransformCommand,523,69.758214,0.005918,1.736961,1.737025,0.000064,9.234277,9.234286,0.000009,0.000000,0.000121,0.000011,0.000009,
GPU Particle Tick Time,840,57.562432,0.005874,1.536257,1.536266,0.000009,16.129100,16.129108,0.000008,0.000002,0.000088,0.000007,0.000004,
Source Buffers,699,47.299055,0.005801,1.339723,1.339725,0.000002,16.118022,16.118031,0.000009,0.000000,0.000158,0.000008,0.000011,
UWorld::UpdateLevelStreaming,850,57.384524,0.005789,1.349454,1.349458,0.000004,16.161803,16.161810,0.000007,0.000000,0.000089,0.000007,0.000005,
System settings and cvar init,1,173.130194,0.005776,0.524913,0.530689,0.005776,0.524913,0.530689,0.005776,0.005776,0.005776,0.005776,0.000000,
AssembleReferenceTokenStreams (can be optimized),1,173.913043,0.005750,1.289731,1.295481,0.005750,1.289731,1.295481,0.005750,0.005750,0.005750,0.005750,0.000000,
InitIoDispatcher,1,175.592625,0.005695,0.541811,0.547506,0.005695,0.541811,0.547506,0.005695,0.005695,0.005695,0.005695,0.000000,
FBulkData::Serialize,441,934.916260,0.005594,1.022677,1.022678,0.000001,1.491841,1.494377,0.002536,0.000000,0.002536,0.000013,0.000138,
Slate::AddRoundedBoxElements,840,57.976420,0.005572,1.664102,1.664112,0.000010,16.152738,16.152751,0.000013,0.000002,0.000123,0.000007,0.000006,
STAT_FEngineLoop_Tick_AutomationWorker,840,57.987947,0.005566,1.667164,1.667174,0.000010,16.152922,16.152933,0.000011,0.000002,0.000068,0.000007,0.000003,
FLandscapeSceneViewExtension::PreInitViews_RenderThread,846,57.907677,0.005549,1.505481,1.505537,0.000056,16.114937,16.114943,0.000006,0.000002,0.000473,0.000007,0.000017,
MaterialInstancePostLoad,15,42.787094,0.005519,1.051701,1.051718,0.000017,1.402264,1.402274,0.000010,0.000007,0.001419,0.000368,0.000439,
BulkData_Serialize,441,934.920224,0.005487,1.022677,1.022678,0.000001,1.491842,1.494375,0.002533,0.000000,0.002533,0.000012,0.000138,
OpenShaderLibrary,86,1032.016512,0.005460,0.772453,0.772530,0.000077,0.855776,0.855785,0.000009,0.000006,0.001425,0.000063,0.000193,
ResolveRequest,486,318.893034,0.005454,0.771839,0.771872,0.000033,2.295769,2.295861,0.000092,0.000000,0.000570,0.000011,0.000039,
Event_ProcessPackageSummary,184,392.109228,0.005431,1.022490,1.022547,0.000057,1.491671,1.491747,0.000076,0.000004,0.000822,0.000030,0.000075,
UEnvQueryManager,841,57.974443,0.005425,1.654310,1.654317,0.000007,16.160697,16.160702,0.000005,0.000002,0.000143,0.000006,0.000006,
FSimpleDelegateGraphTask.StatsGroupToGame,4333,277.589003,0.005352,0.548977,0.548984,0.000007,16.158312,16.158385,0.000073,0.000000,0.000073,0.000001,0.000002,
STAT_Media_TickInput,841,57.978612,0.005347,1.649820,1.649862,0.000042,16.155164,16.155169,0.000005,0.000002,0.000128,0.000006,0.000006,
OverridePostProcessSettings,1690,115.081616,0.005339,1.476517,1.476519,0.000002,16.161746,16.161747,0.000001,0.000000,0.000067,0.000003,0.000003,
Char Physics Interation,840,58.001180,0.005334,1.675716,1.675722,0.000006,16.158169,16.158180,0.000011,0.000002,0.000244,0.000006,0.000011,
UpdateSpeedTreeWind,841,57.974795,0.005321,1.654715,1.654746,0.000031,16.161011,16.161019,0.000008,0.000001,0.000256,0.000006,0.000015,
Collisions::NarrowPhase,840,58.335278,0.005275,1.748720,1.748811,0.000091,16.148236,16.148240,0.000004,0.000001,0.000875,0.000006,0.000032,
InitGameUserSettings,1,190.294957,0.005255,1.339559,1.344814,0.005255,1.339559,1.344814,0.005255,0.005255,0.005255,0.005255,0.000000,
Reset Marshalling Data,841,58.407158,0.005161,1.749588,1.749590,0.000002,16.148503,16.148508,0.000005,0.000001,0.000124,0.000006,0.000007,
STAT_FHttpManager_Tick,840,57.987999,0.005032,1.667478,1.667482,0.000004,16.153229,16.153234,0.000005,0.000002,0.000134,0.000006,0.000007,
FMobileSceneRenderer_RenderModulatedShadowProjections,846,57.968444,0.004983,1.536920,1.536924,0.000004,16.131059,16.131067,0.000008,0.000001,0.000086,0.000006,0.000006,
Gathering Sleeping Event Data,841,58.407381,0.004969,1.749525,1.749527,0.000002,16.148385,16.148390,0.000005,0.000001,0.000172,0.000006,0.000008,
Init Projected Shadow,846,57.892052,0.004963,1.506877,1.506880,0.000003,16.120266,16.120282,0.000016,0.000001,0.000109,0.000006,0.000006,
GIOThreadPool->Create,1,203.004466,0.004926,0.519986,0.524912,0.004926,0.519986,0.524912,0.004926,0.004926,0.004926,0.004926,0.000000,
SlateUpdateAtlasTextureCommand,1,204.123290,0.004899,0.840220,0.845119,0.004899,0.840220,0.845119,0.004899,0.004899,0.004899,0.004899,0.000000,
STAT_CaptureSceneToScratchCubemap_Flush,6,240.770465,0.004817,1.660164,1.662546,0.002382,1.684634,1.685084,0.000450,0.000314,0.002382,0.000803,0.000782,
FOutputDeviceRedirector::FlushBufferedItems,227,14.354992,0.004795,0.339874,0.339894,0.000020,16.153107,16.153188,0.000081,0.000000,0.001975,0.000021,0.000149,
BeginDrawingCommand,840,57.386006,0.004747,1.476252,1.476261,0.000009,16.113960,16.113967,0.000007,0.000001,0.000062,0.000006,0.000003,
STAT_FShaderPipelineCache_SetGraphicsPipelineState,44,184.038815,0.004733,0.915482,0.916835,0.001353,1.154372,1.154562,0.000190,0.000028,0.001353,0.000108,0.000202,
STAT_Collisions_ProcessNewMidPhases,1680,116.670458,0.004730,1.748711,1.748713,0.000002,16.148242,16.148243,0.000001,0.000000,0.000068,0.000003,0.000003,
FPBDRigidsEvolutionGBF::PreIntegrateCallback,840,58.334626,0.004723,1.748403,1.748405,0.000002,16.148080,16.148084,0.000004,0.000001,0.000187,0.000006,0.000007,
FResourceHeapManager_FreeVulkanAllocationPooledBuffer,479,60.912554,0.004654,1.387759,1.387767,0.000008,9.251480,9.251491,0.000011,0.000000,0.000124,0.000010,0.000009,
NotifyClassFinishedRegistrationEvents,1,215.936083,0.004631,1.007417,1.012048,0.004631,1.007417,1.012048,0.004631,0.004631,0.004631,0.004631,0.000000,
UpdateLevelStreaming Time,850,57.384528,0.004625,1.349455,1.349457,0.000002,16.161805,16.161810,0.000005,0.000000,0.000088,0.000005,0.000005,
CompileGlobalShaderMap,1,217.627856,0.004595,0.773415,0.778010,0.004595,0.773415,0.778010,0.004595,0.004595,0.004595,0.004595,0.000000,
Process Single Particle Proxies,2519,173.952267,0.004574,1.679519,1.679532,0.000013,16.160502,16.160503,0.000001,0.000000,0.000119,0.000002,0.000005,
GetGlobalShaderMap,1,220.312844,0.004539,0.773470,0.778009,0.004539,0.773470,0.778009,0.004539,0.004539,0.004539,0.004539,0.000000,
FPBDRigidsEvolutionGBF::PruneCollisions,840,58.335574,0.004481,1.748858,1.748859,0.000001,16.148299,16.148305,0.000006,0.000000,0.000084,0.000005,0.000005,
FSceneRenderer_AllocateOcclusionTestsOcclusionTests,846,57.968083,0.004478,1.536993,1.536996,0.000003,16.131210,16.131231,0.000021,0.000002,0.000153,0.000005,0.000006,
RHI Game Tick,840,57.987919,0.004471,1.667182,1.667189,0.000007,16.152948,16.152958,0.000010,0.000001,0.000192,0.000005,0.000009,
STAT_RenderViewFamily_RenderThread_MemStats,840,57.552648,0.004432,1.537846,1.537849,0.000003,16.133169,16.133178,0.000009,0.000002,0.000074,0.000005,0.000004,
Acceleration Structure Reset,421,29.091683,0.004431,1.677698,1.677699,0.000001,16.149179,16.149188,0.000009,0.000001,0.000165,0.000011,0.000013,
SQ - Update Materials,840,58.008955,0.004419,1.680004,1.680010,0.000006,16.160521,16.160527,0.000006,0.000001,0.000053,0.000005,0.000003,
FGameThreadAudioTask.AudioSendResults,1680,115.975893,0.004407,1.667298,1.667302,0.000004,16.153063,16.153067,0.000004,0.000000,0.000132,0.000003,0.000004,
FNiagaraGpuComputeDispatch_UpdateInstanceCountManager,840,57.496535,0.004356,1.505340,1.505348,0.000008,16.114906,16.114916,0.000010,0.000001,0.000135,0.000005,0.000006,
EndDrawingCommand,840,57.551658,0.004325,1.537912,1.537915,0.000003,16.133488,16.133495,0.000007,0.000002,0.000081,0.000005,0.000005,
STAT_Collisions_ProcessNewConstraints,840,58.335630,0.004297,1.748814,1.748821,0.000007,16.148244,16.148247,0.000003,0.000001,0.000430,0.000005,0.000017,
UTexture2D::UpdateResource,49,104.784369,0.004296,1.027082,1.030479,0.003397,1.494664,1.494709,0.000045,0.000003,0.003397,0.000088,0.000483,
BP_FirstPersonCharacter_C,841,57.034280,0.004294,1.412922,1.413154,0.000232,16.158428,16.158440,0.000012,0.000001,0.000232,0.000005,0.000008,
